series,section,number,name,en_name,price,image_url
OP06,UC,OP06-071,ギルド・テゾーロ,Gild Tesoro,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10086.jpg
OP06,UC,OP06-073,シキ,Shiki,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10088.jpg
OP06,UC,OP06-076,人斬り鎌ぞう,Hitokiri Kamazo,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10091.jpg
OP06,UC,OP06-078,GERMA 66,GERMA 66,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10093.jpg
OP06,UC,OP06-083,オーズ,Oars,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10100.jpg
OP06,UC,OP06-085,クマシー,Kumacy,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10102.jpg
OP06,UC,OP06-088,サイ,Sai,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10106.jpg
OP06,UC,OP06-091,ビクトリア・シンドリー,Victoria Cindry,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10109.jpg
OP06,UC,OP06-095,影の集合地,Shadows Asgard,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10114.jpg
OP06,UC,OP06-100,イヌアラシ,Inuarashi,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10119.jpg
OP06,UC,OP06-109,傳ジロー,Denjiro,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10131.jpg
OP06,UC,OP06-110,ネコマムシ,Nekomamushi,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10132.jpg
OP06,UC,OP06-114,ワイパー,Wyper,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10136.jpg
OP06,C,OP06-002,イナズマ,Inazuma,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10003.jpg
OP06,C,OP06-004,オマツリ男爵,Baron Omatsuri,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10005.jpg
OP06,C,OP06-005,ガスパーデ,Gasparde,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10006.jpg
OP06,C,OP06-008,シュナイダー,Schneider,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10010.jpg
OP06,C,OP06-014,ラチェット,Ratchet,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10018.jpg
OP06,C,OP06-015,リリーカーネーション,Lily Carnation,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10019.jpg
OP06,C,OP06-017,恋のメテオストライク,Meteor-Strike of Love,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10021.jpg
OP06,C,OP06-026,コウシロウ,Koushirou,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10034.jpg
OP06,C,OP06-027,ジャイロ,Gyro,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10035.jpg
OP06,C,OP06-028,ゼオ,Zeo,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10036.jpg
OP06,C,OP06-030,ドスン,Dosun,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10038.jpg
OP06,C,OP06-032,ハモンド,Hammond,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10040.jpg
OP06,C,OP06-037,ワダツミ,Wadatsumi,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10046.jpg
OP06,C,OP06-040,矢武鮫,Shark Arrows,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10049.jpg
OP06,C,OP06-041,方舟ノア,The Ark Noah,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10050.jpg
OP06,C,OP06-048,ゼフ,Zeff,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10059.jpg
OP06,C,OP06-049,センゴク,Sengoku,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10060.jpg
OP06,C,OP06-052,トキカケ,Tokikake,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10064.jpg
OP06,C,OP06-053,ハグワール・D・サウロ,Jaguar.D.Saul,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10065.jpg
OP06,C,OP06-055,モンキー・D・ガープ,Monkey.D.Garp,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10067.jpg
OP06,C,OP06-057,おれは女の涙を疑わねェっ!!!!,But I Will Never Doubt a Woman's Tears!!!!,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10069.jpg
OP06,C,OP06-060,ヴィンスモーク・イチジ,Vinsmoke Ichiji,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10072.jpg
OP06,C,OP06-064,ヴィンスモーク・ニジ,Vinsmoke Niji,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10078.jpg
OP06,C,OP06-066,ヴィンスモーク・ヨンジ,Vinsmoke Yonji,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10080.jpg
OP06,C,OP06-068,ヴィンスモーク・レイジュ,Vinsmoke Reiju,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10082.jpg
OP06,C,OP06-070,エルドラゴ,Eldoraggo,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10085.jpg
OP06,C,OP06-072,コゼット,Cosette,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10087.jpg
OP06,C,OP06-075,バトラー伯爵,Count Battler,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10090.jpg
OP06,C,OP06-079,ジェルマ王国,Kingdom of GERMA,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10094.jpg
OP06,C,OP06-082,犬っぺ,Inuppe,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10099.jpg
OP06,C,OP06-084,風のジゴロウ,Jigoro of the Wind,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10101.jpg
OP06,C,OP06-087,ケルベロス,Cerberus,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10105.jpg
OP06,C,OP06-089,タララン,Taralan,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10107.jpg
OP06,C,OP06-094,ローラ,Lola,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10113.jpg
OP06,C,OP06-096,…なにも!!!な゛かった…!!!!,...Nothing...at All!!!,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10115.jpg
OP06,C,OP06-098,スリラーバーク,Thriller Bark,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10117.jpg
OP06,C,OP06-099,アイサ,Aisa,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10118.jpg
OP06,C,OP06-102,カマキリ,Kamakiri,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10122.jpg
OP06,C,OP06-103,河松,Kawamatsu,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10123.jpg
OP06,C,OP06-105,ゲンボウ,Genbo,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10125.jpg
OP06,C,OP06-108,天狗山飛徹,Tenguyama Hitetsu,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10130.jpg
OP06,C,OP06-111,ブラハム,Braham,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10133.jpg
OP06,C,OP06-112,雷ぞう,Raizo,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10134.jpg
OP06,C,OP06-113,ラキ,Raki,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10135.jpg
OP06,C,OP06-117,方舟マクシム,The Ark Maxim,30 円,https://card.yuyu-tei.jp/opc/100_140/op06/10139.jpg
OP06,P-L,OP06-001,ウタ(パラレル),Uta,"5,980 円",https://card.yuyu-tei.jp/opc/100_140/op06/10002.jpg
OP06,P-L,OP06-020,ホーディ・ジョーンズ(パラレル),Hody Jones,"1,280 円",https://card.yuyu-tei.jp/opc/100_140/op06/10025.jpg
OP06,P-L,OP06-021,ペローナ(パラレル),Perona,"2,980 円",https://card.yuyu-tei.jp/opc/100_140/op06/10027.jpg
OP06,P-L,OP06-022,ヤマト(パラレル),Yamato,"4,980 円",https://card.yuyu-tei.jp/opc/100_140/op06/10029.jpg
OP06,P-L,OP06-042,ヴィンスモーク・レイジュ(パラレル),Vinsmoke Reiju,"2,980 円",https://card.yuyu-tei.jp/opc/100_140/op06/10052.jpg
OP06,P-L,OP06-080,ゲッコー・モリア(パラレル),Gecko Moria,"1,480 円",https://card.yuyu-tei.jp/opc/100_140/op06/10096.jpg
OP06,L,OP06-001,ウタ,Uta,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10001.jpg
OP06,L,OP06-020,ホーディ・ジョーンズ,Hody Jones,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10024.jpg
OP06,L,OP06-021,ペローナ,Perona,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10026.jpg
OP06,L,OP06-022,ヤマト,Yamato,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10028.jpg
OP06,L,OP06-042,ヴィンスモーク・レイジュ,Vinsmoke Reiju,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10051.jpg
OP06,L,OP06-080,ゲッコー・モリア,Gecko Moria,80 円,https://card.yuyu-tei.jp/opc/100_140/op06/10095.jpg
OP06,SP,OP03-008,バギー(パラレル),Buggy,"9,980 円",https://card.yuyu-tei.jp/opc/100_140/op06/10146.jpg
OP06,SP,OP03-114,シャーロット・リンリン(パラレル),Charlotte Linlin,"5,980 円",https://card.yuyu-tei.jp/opc/100_140/op06/10147.jpg
OP06,SP,OP04-024,シュガー(パラレル),Sugar,"7,980 円",https://card.yuyu-tei.jp/opc/100_140/op06/10148.jpg
OP06,SP,OP04-064,ミス・オールサンデー(パラレル),Ms. All Sunday,"17,800 円",https://card.yuyu-tei.jp/opc/100_140/op06/10149.jpg
OP06,SP,OP05-051,ボルサリーノ(パラレル),Borsalino,"4,980 円",https://card.yuyu-tei.jp/opc/100_140/op06/10150.jpg
OP06,SP,OP05-091,レベッカ(パラレル),Rebecca,"19,800 円",https://card.yuyu-tei.jp/opc/100_140/op06/10151.jpg
OP06,-,-,ドン!!カード(ゾロ十郎と!!!サン五郎だァ～～),,120 円,https://card.yuyu-tei.jp/opc/100_140/op06/10145.jpg
OP09,P-SEC,OP09-118,ゴール・D・ロジャー(パラレル),Gol.D.Roger,"4,980 円",https://card.yuyu-tei.jp/opc/100_140/op09/10144.jpg
OP09,P-SEC,OP09-118,ゴール・D・ロジャー(パラレル)(スーパーパラレル),Gol.D.Roger,"798,000 円",https://card.yuyu-tei.jp/opc/100_140/op09/10145.jpg
OP09,P-SEC,OP09-119,モンキー・D・ルフィ(パラレル),Monkey.D.Luffy,"4,980 円",https://card.yuyu-tei.jp/opc/100_140/op09/10147.jpg
OP09,P-SEC,OP09-119,モンキー・D・ルフィ(パラレル)(スーパーパラレル),Monkey.D.Luffy,"348,000 円",https://card.yuyu-tei.jp/opc/100_140/op09/10148.jpg
OP09,SEC,OP09-118,ゴール・D・ロジャー,Gol.D.Roger,780 円,https://card.yuyu-tei.jp/opc/100_140/op09/10143.jpg
OP09,SEC,OP09-119,モンキー・D・ルフィ,Monkey.D.Luffy,"1,780 円",https://card.yuyu-tei.jp/opc/100_140/op09/10146.jpg
OP09,P-SR,OP09-004,シャンクス(パラレル),Shanks,"1,980 円",https://card.yuyu-tei.jp/opc/100_140/op09/10007.jpg
OP09,P-SR,OP09-004,シャンクス(パラレル)(スーパーパラレル),Shanks,"198,000 円",https://card.yuyu-tei.jp/opc/100_140/op09/10008.jpg
OP09,P-SR,OP09-009,ベン・ベックマン(パラレル),Benn.Beckman,780 円,https://card.yuyu-tei.jp/opc/100_140/op09/10014.jpg
OP09,P-SR,OP09-023,アディオ(パラレル),Adio,580 円,https://card.yuyu-tei.jp/opc/100_140/op09/10030.jpg
OP09,P-SR,OP09-037,リム(パラレル),Lim,580 円,https://card.yuyu-tei.jp/opc/100_140/op09/10046.jpg
OP09,P-SR,OP09-046,クロコダイル(パラレル),Crocodile,580 円,https://card.yuyu-tei.jp/opc/100_140/op09/10057.jpg
OP09,P-SR,OP09-048,ジュラキュール・ミホーク(パラレル),Dracule Mihawk,580 円,https://card.yuyu-tei.jp/opc/100_140/op09/10060.jpg
OP09,P-SR,OP09-065,サンジ(パラレル),Sanji,580 円,https://card.yuyu-tei.jp/opc/100_140/op09/10083.jpg
OP09,P-SR,OP09-072,フランキー(パラレル),Franky,580 円,https://card.yuyu-tei.jp/opc/100_140/op09/10092.jpg
OP09,P-SR,OP09-093,マーシャル・D・ティーチ(パラレル),Marshall.D.Teach,"1,480 円",https://card.yuyu-tei.jp/opc/100_140/op09/10115.jpg
OP09,P-SR,OP09-093,マーシャル・D・ティーチ(パラレル)(スーパーパラレル),Marshall.D.Teach,"248,000 円",https://card.yuyu-tei.jp/opc/100_140/op09/10116.jpg
OP09,P-SR,OP09-103,コアラ(パラレル),Koala,580 円,https://card.yuyu-tei.jp/opc/100_140/op09/10127.jpg
OP09,SR,OP09-004,シャンクス,Shanks,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10006.jpg
OP09,SR,OP09-009,ベン・ベックマン,Benn.Beckman,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10013.jpg
OP09,SR,OP09-093,マーシャル・D・ティーチ,Marshall.D.Teach,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10114.jpg
OP09,SR,OP09-103,コアラ,Koala,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10126.jpg
OP09,P-R,OP09-002,ウタ(パラレル),Uta,"1,280 円",https://card.yuyu-tei.jp/opc/100_140/op09/10004.jpg
OP09,P-R,OP09-034,ペローナ(パラレル),Perona,980 円,https://card.yuyu-tei.jp/opc/100_140/op09/10042.jpg
OP09,P-R,OP09-050,ナミ(パラレル),Nami,"1,280 円",https://card.yuyu-tei.jp/opc/100_140/op09/10063.jpg
OP09,P-R,OP09-051,バギー(パラレル),Buggy,"1,280 円",https://card.yuyu-tei.jp/opc/100_140/op09/10065.jpg
OP09,P-R,OP09-051,バギー(パラレル)(スーパーパラレル),Buggy,"99,800 円",https://card.yuyu-tei.jp/opc/100_140/op09/10066.jpg
OP09,P-R,OP09-069,トラファルガー・ロー(パラレル),Trafalgar Law,780 円,https://card.yuyu-tei.jp/opc/100_140/op09/10088.jpg
OP09,P-R,OP09-107,ニコ・ロビン(パラレル),Nico Robin,"1,280 円",https://card.yuyu-tei.jp/opc/100_140/op09/10132.jpg
OP09,R,OP09-002,ウタ,Uta,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10003.jpg
OP09,R,OP09-005,シルバーズ・レイリー,Silvers Rayleigh,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10009.jpg
OP09,R,OP09-013,ヤソップ,Yasopp,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10018.jpg
OP09,R,OP09-015,ラッキー・ルウ,Lucky.Roux,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10020.jpg
OP09,R,OP09-020,来い…!!!おれ達が相手をしてやる!!!,Come On!! We'll Fight You!!,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10025.jpg
OP09,R,OP09-031,ドンキホーテ・ドフラミンゴ,Donquixote Doflamingo,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10038.jpg
OP09,R,OP09-050,ナミ,Nami,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10062.jpg
OP09,R,OP09-051,バギー,Buggy,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10064.jpg
OP09,R,OP09-056,Mr.3(ギャルディーノ),Mr.3(Galdino),120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10071.jpg
OP09,R,OP09-057,クロスギルド,Cross Guild,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10072.jpg
OP09,R,OP09-069,トラファルガー・ロー,Trafalgar Law,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10087.jpg
OP09,R,OP09-076,ロロノア・ゾロ,Roronoa Zoro,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10096.jpg
OP09,R,OP09-078,ゴムゴムの巨人,Gum-Gum Giant,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10098.jpg
OP09,R,OP09-083,ヴァン・オーガー,Van Augur,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10104.jpg
OP09,R,OP09-086,ジーザス・バージェス,Jesus Burgess,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10107.jpg
OP09,R,OP09-095,ラフィット,Laffitte,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10118.jpg
OP09,R,OP09-096,おれの時代だァ!!!!,My Era...Begins!!,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10119.jpg
OP09,R,OP09-107,ニコ・ロビン,Nico Robin,120 円,https://card.yuyu-tei.jp/opc/100_140/op09/10131.jpg
OP09,UC,OP09-008,ビルディング・スネイク,Building Snake,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10012.jpg
OP09,UC,OP09-011,ホンゴウ,Hongo,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10016.jpg
OP09,UC,OP09-014,ライムジュース,Limejuice,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10019.jpg
OP09,UC,OP09-017,ワイヤー,Wire,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10022.jpg
OP09,UC,OP09-018,失せろ,Get Out of Here!,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10023.jpg
OP09,UC,OP09-025,クロコダイル,Crocodile,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10032.jpg
OP09,UC,OP09-027,サボ,Sabo,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10034.jpg
OP09,UC,OP09-030,トラファルガー・ロー,Trafalgar Law,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10037.jpg
OP09,UC,OP09-032,ドンキホーテ・ロシナンテ,Donquixote Rosinante,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10039.jpg
OP09,UC,OP09-035,ポートガス・D・エース,Portgas.D.Ace,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10043.jpg
OP09,UC,OP09-040,雷光槍フリップ煩悩鳳ショット,Thunder Lance Flip Caliber Phoenix Shot,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10049.jpg
OP09,UC,OP09-043,アルビダ,Alvida,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10053.jpg
OP09,UC,OP09-044,イゾウ,Izo,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10054.jpg
OP09,UC,OP09-045,カバジ,Cabaji,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10055.jpg
OP09,UC,OP09-053,モージ,Mohji,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10068.jpg
OP09,UC,OP09-059,湯けむり殺人事件,Murder at the Steam Bath,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10074.jpg
OP09,UC,OP09-064,キラー,Killer,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10081.jpg
OP09,UC,OP09-066,ジャンバール,Jean Bart,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10084.jpg
OP09,UC,OP09-068,トニートニー・チョッパー,Tony Tony.Chopper,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10086.jpg
OP09,UC,OP09-070,ナミ,Nami,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10089.jpg
OP09,UC,OP09-075,ユースタス・キッド,"Eustass""Captain""Kid",80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10095.jpg
OP09,UC,OP09-077,ゴムゴムの雷(テキスト修正前版),Gum-Gum Lightning,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10097.jpg
OP09,UC,OP09-084,カタリーナ・デボン,Catarina Devon,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10105.jpg
OP09,UC,OP09-088,シリュウ,Shiryu,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10109.jpg
OP09,UC,OP09-089,ストロンガー,Stronger,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10110.jpg
OP09,UC,OP09-098,闇穴道,Black Hole,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10121.jpg
OP09,UC,OP09-100,カラス,Karasu,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10123.jpg
OP09,UC,OP09-108,バーソロミュー・くま,Bartholomew Kuma,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10133.jpg
OP09,UC,OP09-109,ハグワール・D・サウロ,Jaguar.D.Saul,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10134.jpg
OP09,UC,OP09-115,アイス塊「両棘矛」,Ice Block Partisan,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10140.jpg
OP09,UC,OP09-077,ゴムゴムの雷(テキスト修正後版),Gum-Gum Lightning,80 円,https://card.yuyu-tei.jp/opc/100_140/op09/10160.jpg
OP09,C,OP09-003,シャチ＆ペンギン,Shachi & Penguin,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10005.jpg
OP09,C,OP09-006,"""ハウリング""ガブ",Howling Gab,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10010.jpg
OP09,C,OP09-007,ヒート,Heat,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10011.jpg
OP09,C,OP09-010,ボンク・パンチ,Bonk Punch,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10015.jpg
OP09,C,OP09-012,モンスター,Monster,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10017.jpg
OP09,C,OP09-016,ロックスター,Rockstar,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10021.jpg
OP09,C,OP09-019,おれは友達を傷つける奴は許さない!!!!,Nobody Hurts a Friend of Mine!!!!,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10024.jpg
OP09,C,OP09-021,レッド・フォース号,Red Force,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10026.jpg
OP09,C,OP09-024,ウソップ,Usopp,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10031.jpg
OP09,C,OP09-028,サンジ,Sanji,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10035.jpg
OP09,C,OP09-029,トニートニー・チョッパー,Tony Tony.Chopper,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10036.jpg
OP09,C,OP09-033,ニコ・ロビン,Nico Robin,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10040.jpg
OP09,C,OP09-036,モンキー・D・ルフィ,Monkey.D.Luffy,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10044.jpg
OP09,C,OP09-038,ロブ・ルッチ,Rob Lucci,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10047.jpg
OP09,C,OP09-041,魂のフランキー風速計BOXING喪剣,Soul Franky Swing Arm Boxing Solid,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10050.jpg
OP09,C,OP09-047,光月おでん,Kouzuki Oden,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10058.jpg
OP09,C,OP09-049,ジョズ,Jozu,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10061.jpg
OP09,C,OP09-052,マルコ,Marco,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10067.jpg
OP09,C,OP09-054,リッチー,Richie,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10069.jpg
OP09,C,OP09-055,Mr.1(ダズ・ボーネス),Mr.1(Daz.Bonez),30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10070.jpg
OP09,C,OP09-058,特製マギー玉,Special Muggy Ball,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10073.jpg
OP09,C,OP09-060,カライ・バリ島,Emptee Bluffs Island,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10075.jpg
OP09,C,OP09-063,ウソップ,Usopp,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10080.jpg
OP09,C,OP09-067,ジンベエ,Jinbe,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10085.jpg
OP09,C,OP09-071,ニコ・ロビン,Nico Robin,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10090.jpg
OP09,C,OP09-073,ブルック,Brook,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10093.jpg
OP09,C,OP09-074,ベポ,Bepo,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10094.jpg
OP09,C,OP09-079,ゴムゴムの縄跳び,Gum-Gum Jump Rope,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10099.jpg
OP09,C,OP09-080,サウザンド・サニー号,Thousand Sunny,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10100.jpg
OP09,C,OP09-082,アバロ・ピサロ,Avalo Pizarro,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10103.jpg
OP09,C,OP09-085,ゲッコー・モリア,Gecko Moria,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10106.jpg
OP09,C,OP09-087,シャーロット・プリン,Charlotte Pudding,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10108.jpg
OP09,C,OP09-091,バスコ・ショット,Vasco Shot,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10112.jpg
OP09,C,OP09-092,マーシャル・D・ティーチ,Marshall.D.Teach,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10113.jpg
OP09,C,OP09-094,桃ひげ,Peachbeard,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10117.jpg
OP09,C,OP09-097,闇水,Black Vortex,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10120.jpg
OP09,C,OP09-099,ハチノス,Fullalead,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10122.jpg
OP09,C,OP09-105,サンジ,Sanji,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10129.jpg
OP09,C,OP09-106,ニコ・オルビア,Nico Olvia,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10130.jpg
OP09,C,OP09-110,ピエール,Pierre,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10135.jpg
OP09,C,OP09-111,ブルック,Brook,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10136.jpg
OP09,C,OP09-112,ベロ・ベティ,Belo Betty,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10137.jpg
OP09,C,OP09-113,モーリー,Morley,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10138.jpg
OP09,C,OP09-114,リンドバーグ,Lindbergh,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10139.jpg
OP09,C,OP09-116,”奇跡”ナメんじゃないよォ!!!!,Never Underestimate the Power of Miracles!!,30 円,https://card.yuyu-tei.jp/opc/100_140/op09/10141.jpg
OP09,P-L,OP09-001,シャンクス(パラレル),Shanks,"4,980 円",https://card.yuyu-tei.jp/opc/100_140/op09/10002.jpg
OP09,P-L,OP09-022,リム(パラレル),Lim,980 円,https://card.yuyu-tei.jp/opc/100_140/op09/10028.jpg
OP09,P-L,OP09-042,バギー(パラレル),Buggy,"1,980 円",https://card.yuyu-tei.jp/opc/100_140/op09/10052.jpg
OP09,P-L,OP09-061,モンキー・D・ルフィ(パラレル),Monkey.D.Luffy,"14,800 円",https://card.yuyu-tei.jp/opc/100_140/op09/10077.jpg
OP09,P-L,OP09-062,ニコ・ロビン(パラレル),Nico Robin,"1,780 円",https://card.yuyu-tei.jp/opc/100_140/op09/10079.jpg
OP09,P-L,OP09-081,マーシャル・Ｄ・ティーチ(パラレル),Marshall.D.Teach,"2,480 円",https://card.yuyu-tei.jp/opc/100_140/op09/10102.jpg
OP09,L,OP09-001,シャンクス,Shanks,50 円,https://card.yuyu-tei.jp/opc/100_140/op09/10001.jpg
OP09,L,OP09-022,リム,Lim,50 円,https://card.yuyu-tei.jp/opc/100_140/op09/10027.jpg
